fecha,Tmax,Tmin,Tmean
1959-01-04,26.125,15.850000000000001,20.9875
1959-01-11,26.599999999999998,12.785714285714286,19.692857142857143
1959-01-18,28.3,16.885714285714286,22.59285714285714
1959-01-25,31.3,16.4,23.85
1959-02-01,27.633333333333336,16.014285714285712,21.823809523809523
1959-02-08,28.675000000000004,17.2,22.9375
1959-02-15,29.71666666666667,13.957142857142857,21.836904761904762
1959-02-22,30.758333333333333,16.485714285714288,23.62202380952381
1959-03-01,31.8,20.52857142857143,26.164285714285715
1959-03-08,27.857142857142858,15.814285714285715,21.835714285714285
1959-03-15,23.685714285714287,11.6,17.642857142857142
1959-03-22,23.514285714285712,10.328571428571427,16.92142857142857
1959-03-29,26.285714285714285,15.299999999999999,20.79285714285714
1959-04-05,22.228571428571428,11.971428571428572,17.1
1959-04-12,22.3,13.700000000000001,18.0
1959-04-19,18.314285714285713,11.157142857142857,14.735714285714284
1959-04-26,16.62857142857143,7.0,11.814285714285715
1959-05-03,16.842857142857145,5.914285714285714,11.37857142857143
1959-05-10,20.400000000000002,10.228571428571428,15.314285714285715
1959-05-17,14.571428571428571,4.5285714285714285,9.55
1959-05-24,15.828571428571427,2.5714285714285716,9.2
1959-05-31,18.928571428571427,9.0,13.964285714285714
1959-06-07,14.4,5.757142857142857,10.07857142857143
1959-06-14,13.385714285714286,3.0,8.192857142857143
1959-06-21,14.771428571428572,4.971428571428571,9.871428571428572
1959-06-28,13.414285714285715,5.085714285714286,9.25
1959-07-05,13.842857142857143,6.814285714285715,10.32857142857143
1959-07-12,16.157142857142855,7.271428571428572,11.714285714285714
1959-07-19,14.028571428571428,7.3999999999999995,10.714285714285714
1959-07-26,19.285714285714285,12.200000000000001,15.742857142857144
1959-08-02,13.62857142857143,5.371428571428572,9.5
1959-08-09,16.133333333333333,6.616666666666666,11.375
1959-08-16,16.914285714285715,6.928571428571429,11.92142857142857
1959-08-23,13.766666666666666,2.8,8.283333333333333
1959-08-30,12.799999999999999,3.728571428571428,8.264285714285714
1959-09-06,15.857142857142858,6.642857142857143,11.25
1959-09-13,16.485714285714288,3.6571428571428575,10.071428571428573
1959-09-20,19.542857142857144,5.6,12.571428571428573
1959-09-27,19.685714285714287,10.257142857142856,14.971428571428572
1959-10-04,21.342857142857145,11.757142857142856,16.55
